origin,as_of,feature,reference,last_publication,units,value,status
2017-05,2017-06-08 23:59:00,ulc_gap,2016Q4,2017-03-16T00:00:00,"quarterly real-cost gap, log points",3.6770106808390324,available
2017-05,2017-06-08 23:59:00,tightening,2017-04,2017-06-01T00:00:00,"negative unemployment change12, pp",0.6000000000000001,available
2017-05,2017-06-08 23:59:00,import_gap,2017-03,2017-05-15T00:00:00,"relative price gap, log points",-1.9645527638959521,available
2017-05,2017-06-08 23:59:00,ppi_gap,2017-04,2017-05-26T00:00:00,"relative price gap, log points",-1.8358651159094848,available
2017-05,2017-06-08 23:59:00,fx_news,2017-05,2017-06-01T00:00:00,FX log change since import reference,-1.7020416853585514,available
2017-06,2017-07-11 23:59:00,ulc_gap,2017Q1,2017-06-14T00:00:00,"quarterly real-cost gap, log points",4.837568462853255,available
2017-06,2017-07-11 23:59:00,tightening,2017-05,2017-07-02T00:00:00,"negative unemployment change12, pp",0.8999999999999999,available
2017-06,2017-07-11 23:59:00,import_gap,2017-04,2017-06-14T00:00:00,"relative price gap, log points",-2.0833655702220297,available
2017-06,2017-07-11 23:59:00,ppi_gap,2017-05,2017-06-26T00:00:00,"relative price gap, log points",-2.0693241176346646,available
2017-06,2017-07-11 23:59:00,fx_news,2017-06,2017-07-01T00:00:00,FX log change since import reference,-2.11359046209696,available
2017-07,2017-08-08 23:59:00,ulc_gap,2017Q1,2017-06-14T00:00:00,"quarterly real-cost gap, log points",4.840017187079809,available
2017-07,2017-08-08 23:59:00,tightening,2017-06,2017-08-01T00:00:00,"negative unemployment change12, pp",1.4000000000000004,available
2017-07,2017-08-08 23:59:00,import_gap,2017-05,2017-07-15T00:00:00,"relative price gap, log points",-3.354988200583756,available
2017-07,2017-08-08 23:59:00,ppi_gap,2017-06,2017-07-26T00:00:00,"relative price gap, log points",-2.29868947985824,available
2017-07,2017-08-08 23:59:00,fx_news,2017-07,2017-08-01T00:00:00,FX log change since import reference,-1.861826643788017,available
2017-08,2017-09-10 23:59:00,ulc_gap,2017Q1,2017-06-14T00:00:00,"quarterly real-cost gap, log points",4.840017187079866,available
2017-08,2017-09-10 23:59:00,tightening,2017-07,2017-09-01T00:00:00,"negative unemployment change12, pp",1.2999999999999998,available
2017-08,2017-09-10 23:59:00,import_gap,2017-06,2017-08-14T00:00:00,"relative price gap, log points",-4.9975404493235285,available
2017-08,2017-09-10 23:59:00,ppi_gap,2017-07,2017-08-26T00:00:00,"relative price gap, log points",-2.2950934585125538,available
2017-08,2017-09-10 23:59:00,fx_news,2017-08,2017-09-01T00:00:00,FX log change since import reference,-0.6187476772034263,available
2017-09,2017-10-08 23:59:00,ulc_gap,2017Q2,2017-09-13T00:00:00,"quarterly real-cost gap, log points",0.5688232782068212,available
2017-09,2017-10-08 23:59:00,tightening,2017-08,2017-10-02T00:00:00,"negative unemployment change12, pp",1.0,available
2017-09,2017-10-08 23:59:00,import_gap,2017-07,2017-09-14T00:00:00,"relative price gap, log points",-5.950535674100745,available
2017-09,2017-10-08 23:59:00,ppi_gap,2017-08,2017-09-26T00:00:00,"relative price gap, log points",-1.9116347177645707,available
2017-09,2017-10-08 23:59:00,fx_news,2017-09,2017-10-01T00:00:00,FX log change since import reference,0.003835164624891805,available
2017-10,2017-11-08 23:59:00,ulc_gap,2017Q2,2017-09-13T00:00:00,"quarterly real-cost gap, log points",0.5684221081258443,available
2017-10,2017-11-08 23:59:00,tightening,2017-09,2017-11-01T00:00:00,"negative unemployment change12, pp",1.2999999999999998,available
2017-10,2017-11-08 23:59:00,import_gap,2017-08,2017-10-15T00:00:00,"relative price gap, log points",-6.203108641934792,available
2017-10,2017-11-08 23:59:00,ppi_gap,2017-09,2017-10-26T00:00:00,"relative price gap, log points",-1.5983843200132242,available
2017-10,2017-11-08 23:59:00,fx_news,2017-10,2017-11-01T00:00:00,FX log change since import reference,-1.2956645990736004,available
2017-11,2017-12-10 23:59:00,ulc_gap,2017Q2,2017-09-13T00:00:00,"quarterly real-cost gap, log points",0.5666682914660441,available
2017-11,2017-12-10 23:59:00,tightening,2017-10,2017-12-02T00:00:00,"negative unemployment change12, pp",1.0999999999999996,available
2017-11,2017-12-10 23:59:00,import_gap,2017-09,2017-11-14T00:00:00,"relative price gap, log points",-5.80280973063443,available
2017-11,2017-12-10 23:59:00,ppi_gap,2017-10,2017-11-26T00:00:00,"relative price gap, log points",-1.8383378994445252,available
2017-11,2017-12-10 23:59:00,fx_news,2017-11,2017-12-01T00:00:00,FX log change since import reference,-2.0887779619437774,available
2017-12,2018-01-09 23:59:00,ulc_gap,2017Q3,2017-12-14T00:00:00,"quarterly real-cost gap, log points",-1.687551874412577,available
2017-12,2018-01-09 23:59:00,tightening,2017-11,2018-01-01T00:00:00,"negative unemployment change12, pp",1.2000000000000002,available
2017-12,2018-01-09 23:59:00,import_gap,2017-10,2017-12-15T00:00:00,"relative price gap, log points",-6.300189282288188,available
2017-12,2018-01-09 23:59:00,ppi_gap,2017-11,2017-12-26T00:00:00,"relative price gap, log points",-1.726973763942965,available
2017-12,2018-01-09 23:59:00,fx_news,2017-12,2018-01-01T00:00:00,FX log change since import reference,-0.4590376067981311,available
2018-01,2018-02-13 23:59:00,ulc_gap,2017Q3,2017-12-14T00:00:00,"quarterly real-cost gap, log points",-1.6829741379054894,available
2018-01,2018-02-13 23:59:00,tightening,2017-12,2018-02-01T00:00:00,"negative unemployment change12, pp",1.3000000000000003,available
2018-01,2018-02-13 23:59:00,import_gap,2017-11,2018-01-14T00:00:00,"relative price gap, log points",-6.528928720843975,available
2018-01,2018-02-13 23:59:00,ppi_gap,2017-12,2018-01-26T00:00:00,"relative price gap, log points",-1.1110742252744785,available
2018-01,2018-02-13 23:59:00,fx_news,2018-01,2018-02-01T00:00:00,FX log change since import reference,-0.32948958968525377,available
2018-02,2018-03-08 23:59:00,ulc_gap,2017Q3,2017-12-14T00:00:00,"quarterly real-cost gap, log points",-1.6829741379054894,available
2018-02,2018-03-08 23:59:00,tightening,2018-01,2018-03-04T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2018-02,2018-03-08 23:59:00,import_gap,2017-12,2018-02-14T00:00:00,"relative price gap, log points",-5.7155776308173145,available
2018-02,2018-03-08 23:59:00,ppi_gap,2018-01,2018-02-26T00:00:00,"relative price gap, log points",-0.9496903988109011,available
2018-02,2018-03-08 23:59:00,fx_news,2018-02,2018-03-01T00:00:00,FX log change since import reference,-1.2871503686932093,available
2018-03,2018-04-09 23:59:00,ulc_gap,2017Q4,2018-03-16T00:00:00,"quarterly real-cost gap, log points",3.3007035846584927,available
2018-03,2018-04-09 23:59:00,tightening,2018-02,2018-04-01T00:00:00,"negative unemployment change12, pp",1.0,available
2018-03,2018-04-09 23:59:00,import_gap,2018-01,2018-03-17T00:00:00,"relative price gap, log points",-5.833440763028428,available
2018-03,2018-04-09 23:59:00,ppi_gap,2018-02,2018-03-26T00:00:00,"relative price gap, log points",-1.8341148430466774,available
2018-03,2018-04-09 23:59:00,fx_news,2018-03,2018-04-01T00:00:00,FX log change since import reference,-0.09040703432156029,available
2018-04,2018-05-09 23:59:00,ulc_gap,2017Q4,2018-03-16T00:00:00,"quarterly real-cost gap, log points",3.300500147229002,available
2018-04,2018-05-09 23:59:00,tightening,2018-03,2018-05-02T00:00:00,"negative unemployment change12, pp",1.1999999999999997,available
2018-04,2018-05-09 23:59:00,import_gap,2018-02,2018-04-14T00:00:00,"relative price gap, log points",-6.061944836344446,available
2018-04,2018-05-09 23:59:00,ppi_gap,2018-03,2018-04-26T00:00:00,"relative price gap, log points",-1.6865645515899246,available
2018-04,2018-05-09 23:59:00,fx_news,2018-04,2018-05-01T00:00:00,FX log change since import reference,0.17757438125109887,available
2018-05,2018-06-10 23:59:00,ulc_gap,2017Q4,2018-03-16T00:00:00,"quarterly real-cost gap, log points",3.2928222414100787,available
2018-05,2018-06-10 23:59:00,tightening,2018-04,2018-06-01T00:00:00,"negative unemployment change12, pp",1.0,available
2018-05,2018-06-10 23:59:00,import_gap,2018-03,2018-05-15T00:00:00,"relative price gap, log points",-5.742044397787342,available
2018-05,2018-06-10 23:59:00,ppi_gap,2018-04,2018-05-26T00:00:00,"relative price gap, log points",-1.5735120676526435,available
2018-05,2018-06-10 23:59:00,fx_news,2018-05,2018-06-01T00:00:00,FX log change since import reference,0.8419371097680791,available
2018-06,2018-07-10 23:59:00,ulc_gap,2018Q1,2018-06-14T00:00:00,"quarterly real-cost gap, log points",8.203443350123734,available
2018-06,2018-07-10 23:59:00,tightening,2018-05,2018-07-02T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2018-06,2018-07-10 23:59:00,import_gap,2018-04,2018-06-14T00:00:00,"relative price gap, log points",-5.870264969336982,available
2018-06,2018-07-10 23:59:00,ppi_gap,2018-05,2018-06-26T00:00:00,"relative price gap, log points",-0.531362979384653,available
2018-06,2018-07-10 23:59:00,fx_news,2018-06,2018-07-01T00:00:00,FX log change since import reference,1.6151775623315836,available
2018-07,2018-08-08 23:59:00,ulc_gap,2018Q1,2018-06-14T00:00:00,"quarterly real-cost gap, log points",8.201920502200664,available
2018-07,2018-08-08 23:59:00,tightening,2018-06,2018-08-01T00:00:00,"negative unemployment change12, pp",0.5,available
2018-07,2018-08-08 23:59:00,import_gap,2018-05,2018-07-15T00:00:00,"relative price gap, log points",-4.374635273253679,available
2018-07,2018-08-08 23:59:00,ppi_gap,2018-06,2018-07-26T00:00:00,"relative price gap, log points",-0.004571168740085341,available
2018-07,2018-08-08 23:59:00,fx_news,2018-07,2018-08-01T00:00:00,FX log change since import reference,0.7691449175017684,available
2018-08,2018-09-09 23:59:00,ulc_gap,2018Q1,2018-06-14T00:00:00,"quarterly real-cost gap, log points",8.201920502200664,available
2018-08,2018-09-09 23:59:00,tightening,2018-07,2018-09-01T00:00:00,"negative unemployment change12, pp",0.5999999999999996,available
2018-08,2018-09-09 23:59:00,import_gap,2018-06,2018-08-14T00:00:00,"relative price gap, log points",-3.2402555174517143,available
2018-08,2018-09-09 23:59:00,ppi_gap,2018-07,2018-08-26T00:00:00,"relative price gap, log points",-0.38817846210326934,available
2018-08,2018-09-09 23:59:00,fx_news,2018-08,2018-09-01T00:00:00,FX log change since import reference,-0.365332703264276,available
2018-09,2018-10-08 23:59:00,ulc_gap,2018Q2,2018-09-13T00:00:00,"quarterly real-cost gap, log points",4.599764326611648,available
2018-09,2018-10-08 23:59:00,tightening,2018-08,2018-10-02T00:00:00,"negative unemployment change12, pp",0.30000000000000027,available
2018-09,2018-10-08 23:59:00,import_gap,2018-07,2018-09-14T00:00:00,"relative price gap, log points",-3.268824986661762,available
2018-09,2018-10-08 23:59:00,ppi_gap,2018-08,2018-09-26T00:00:00,"relative price gap, log points",-0.2863793661379077,available
2018-09,2018-10-08 23:59:00,fx_news,2018-09,2018-10-01T00:00:00,FX log change since import reference,-0.9096272632466506,available
2018-10,2018-11-08 23:59:00,ulc_gap,2018Q2,2018-09-13T00:00:00,"quarterly real-cost gap, log points",4.602689888645557,available
2018-10,2018-11-08 23:59:00,tightening,2018-09,2018-11-01T00:00:00,"negative unemployment change12, pp",0.5,available
2018-10,2018-11-08 23:59:00,import_gap,2018-08,2018-10-15T00:00:00,"relative price gap, log points",-3.241225402413183,available
2018-10,2018-11-08 23:59:00,ppi_gap,2018-09,2018-10-26T00:00:00,"relative price gap, log points",0.1795508002265933,available
2018-10,2018-11-08 23:59:00,fx_news,2018-10,2018-11-01T00:00:00,FX log change since import reference,0.5242628656059412,available
2018-11,2018-12-09 23:59:00,ulc_gap,2018Q2,2018-09-13T00:00:00,"quarterly real-cost gap, log points",4.584368557806897,available
2018-11,2018-12-09 23:59:00,tightening,2018-10,2018-12-02T00:00:00,"negative unemployment change12, pp",0.6000000000000001,available
2018-11,2018-12-09 23:59:00,import_gap,2018-09,2018-11-14T00:00:00,"relative price gap, log points",-2.9429652643195423,available
2018-11,2018-12-09 23:59:00,ppi_gap,2018-10,2018-11-26T00:00:00,"relative price gap, log points",0.5980396140523112,available
2018-11,2018-12-09 23:59:00,fx_news,2018-11,2018-12-01T00:00:00,FX log change since import reference,1.2650046459130564,available
2018-12,2019-01-09 23:59:00,ulc_gap,2018Q3,2018-12-14T00:00:00,"quarterly real-cost gap, log points",0.8768676912021647,available
2018-12,2019-01-09 23:59:00,tightening,2018-11,2019-01-01T00:00:00,"negative unemployment change12, pp",0.3999999999999999,available
2018-12,2019-01-09 23:59:00,import_gap,2018-10,2018-12-15T00:00:00,"relative price gap, log points",-2.382217990311779,available
2018-12,2019-01-09 23:59:00,ppi_gap,2018-11,2018-12-26T00:00:00,"relative price gap, log points",0.3226693668902385,available
2018-12,2019-01-09 23:59:00,fx_news,2018-12,2019-01-01T00:00:00,FX log change since import reference,0.04646840232313977,available
2019-01,2019-02-12 23:59:00,ulc_gap,2018Q3,2018-12-14T00:00:00,"quarterly real-cost gap, log points",0.8749140633938168,available
2019-01,2019-02-12 23:59:00,tightening,2018-12,2019-02-01T00:00:00,"negative unemployment change12, pp",0.0,available
2019-01,2019-02-12 23:59:00,import_gap,2018-11,2019-01-14T00:00:00,"relative price gap, log points",-2.4297604050062906,available
2019-01,2019-02-12 23:59:00,ppi_gap,2018-12,2019-01-26T00:00:00,"relative price gap, log points",-1.1758299219301307,available
2019-01,2019-02-12 23:59:00,fx_news,2019-01,2019-02-01T00:00:00,FX log change since import reference,-1.1050264624677455,available
2019-02,2019-03-10 23:59:00,ulc_gap,2018Q3,2018-12-14T00:00:00,"quarterly real-cost gap, log points",0.8724267232760212,available
2019-02,2019-03-10 23:59:00,tightening,2019-01,2019-03-04T00:00:00,"negative unemployment change12, pp",0.6000000000000001,available
2019-02,2019-03-10 23:59:00,import_gap,2018-12,2019-02-14T00:00:00,"relative price gap, log points",-3.2699036027041886,available
2019-02,2019-03-10 23:59:00,ppi_gap,2019-01,2019-02-26T00:00:00,"relative price gap, log points",-1.6922455966833354,available
2019-02,2019-03-10 23:59:00,fx_news,2019-02,2019-03-01T00:00:00,FX log change since import reference,-0.40733253876356745,available
2019-03,2019-04-09 23:59:00,ulc_gap,2018Q4,2019-03-16T00:00:00,"quarterly real-cost gap, log points",3.696539763472572,available
2019-03,2019-04-09 23:59:00,tightening,2019-02,2019-04-01T00:00:00,"negative unemployment change12, pp",0.5999999999999999,available
2019-03,2019-04-09 23:59:00,import_gap,2019-01,2019-03-17T00:00:00,"relative price gap, log points",-3.253522849097023,available
2019-03,2019-04-09 23:59:00,ppi_gap,2019-02,2019-03-26T00:00:00,"relative price gap, log points",-1.3484204699008728,available
2019-03,2019-04-09 23:59:00,fx_news,2019-03,2019-04-01T00:00:00,FX log change since import reference,0.10521189475165074,available
2019-04,2019-05-12 23:59:00,ulc_gap,2018Q4,2019-03-16T00:00:00,"quarterly real-cost gap, log points",3.701945586496322,available
2019-04,2019-05-12 23:59:00,tightening,2019-03,2019-05-02T00:00:00,"negative unemployment change12, pp",0.0,available
2019-04,2019-05-12 23:59:00,import_gap,2019-02,2019-04-14T00:00:00,"relative price gap, log points",-2.311284742571826,available
2019-04,2019-05-12 23:59:00,ppi_gap,2019-03,2019-04-26T00:00:00,"relative price gap, log points",-1.062992168067808,available
2019-04,2019-05-12 23:59:00,fx_news,2019-04,2019-05-01T00:00:00,FX log change since import reference,-0.18676321525310302,available
2019-05,2019-06-10 23:59:00,ulc_gap,2018Q4,2019-03-16T00:00:00,"quarterly real-cost gap, log points",3.701945586496379,available
2019-05,2019-06-10 23:59:00,tightening,2019-04,2019-06-01T00:00:00,"negative unemployment change12, pp",0.19999999999999973,available
2019-05,2019-06-10 23:59:00,import_gap,2019-03,2019-05-15T00:00:00,"relative price gap, log points",-2.3855355827214932,available
2019-05,2019-06-10 23:59:00,ppi_gap,2019-04,2019-05-26T00:00:00,"relative price gap, log points",-0.37035611166845683,available
2019-05,2019-06-10 23:59:00,fx_news,2019-05,2019-06-01T00:00:00,FX log change since import reference,0.3654321214741958,available
2019-06,2019-07-10 23:59:00,ulc_gap,2019Q1,2019-06-14T00:00:00,"quarterly real-cost gap, log points",6.806538635825973,available
2019-06,2019-07-10 23:59:00,tightening,2019-05,2019-07-02T00:00:00,"negative unemployment change12, pp",0.10000000000000009,available
2019-06,2019-07-10 23:59:00,import_gap,2019-04,2019-06-14T00:00:00,"relative price gap, log points",-1.894264664503356,available
2019-06,2019-07-10 23:59:00,ppi_gap,2019-05,2019-06-26T00:00:00,"relative price gap, log points",0.01148673066450101,available
2019-06,2019-07-10 23:59:00,fx_news,2019-06,2019-07-01T00:00:00,FX log change since import reference,-0.28470602878253437,available
2019-07,2019-08-11 23:59:00,ulc_gap,2019Q1,2019-06-14T00:00:00,"quarterly real-cost gap, log points",6.805806427570985,available
2019-07,2019-08-11 23:59:00,tightening,2019-06,2019-08-01T00:00:00,"negative unemployment change12, pp",0.5999999999999999,available
2019-07,2019-08-11 23:59:00,import_gap,2019-05,2019-07-15T00:00:00,"relative price gap, log points",-1.7393323512787724,available
2019-07,2019-08-11 23:59:00,ppi_gap,2019-06,2019-07-26T00:00:00,"relative price gap, log points",-1.006751214715905,available
2019-07,2019-08-11 23:59:00,fx_news,2019-07,2019-08-01T00:00:00,FX log change since import reference,-0.8534569837220273,available
2019-08,2019-09-09 23:59:00,ulc_gap,2019Q1,2019-06-14T00:00:00,"quarterly real-cost gap, log points",6.799189605599395,available
2019-08,2019-09-09 23:59:00,tightening,2019-07,2019-09-01T00:00:00,"negative unemployment change12, pp",0.10000000000000009,available
2019-08,2019-09-09 23:59:00,import_gap,2019-06,2019-08-14T00:00:00,"relative price gap, log points",-3.312826712483692,available
2019-08,2019-09-09 23:59:00,ppi_gap,2019-07,2019-08-26T00:00:00,"relative price gap, log points",-1.8381979492895084,available
2019-08,2019-09-09 23:59:00,fx_news,2019-08,2019-09-01T00:00:00,FX log change since import reference,0.7703419023187917,available
2019-09,2019-10-09 23:59:00,ulc_gap,2019Q2,2019-09-13T00:00:00,"quarterly real-cost gap, log points",3.067701041846874,available
2019-09,2019-10-09 23:59:00,tightening,2019-08,2019-10-02T00:00:00,"negative unemployment change12, pp",0.2999999999999998,available
2019-09,2019-10-09 23:59:00,import_gap,2019-07,2019-09-14T00:00:00,"relative price gap, log points",-4.19382998468409,available
2019-09,2019-10-09 23:59:00,ppi_gap,2019-08,2019-09-26T00:00:00,"relative price gap, log points",-1.8488085635236757,available
2019-09,2019-10-09 23:59:00,fx_news,2019-09,2019-10-01T00:00:00,FX log change since import reference,1.22915702089166,available
2019-10,2019-11-10 23:59:00,ulc_gap,2019Q2,2019-09-13T00:00:00,"quarterly real-cost gap, log points",3.0956847451350313,available
2019-10,2019-11-10 23:59:00,tightening,2019-09,2019-11-01T00:00:00,"negative unemployment change12, pp",0.10000000000000009,available
2019-10,2019-11-10 23:59:00,import_gap,2019-08,2019-10-15T00:00:00,"relative price gap, log points",-3.870792866893761,available
2019-10,2019-11-10 23:59:00,ppi_gap,2019-09,2019-10-26T00:00:00,"relative price gap, log points",-1.3484810720016185,available
2019-10,2019-11-10 23:59:00,fx_news,2019-10,2019-11-01T00:00:00,FX log change since import reference,-0.39999276646406035,available
2019-11,2019-12-09 23:59:00,ulc_gap,2019Q2,2019-09-13T00:00:00,"quarterly real-cost gap, log points",3.0778072372135057,available
2019-11,2019-12-09 23:59:00,tightening,2019-10,2019-12-02T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2019-11,2019-12-09 23:59:00,import_gap,2019-09,2019-11-14T00:00:00,"relative price gap, log points",-3.2433749852744826,available
2019-11,2019-12-09 23:59:00,ppi_gap,2019-10,2019-11-26T00:00:00,"relative price gap, log points",-2.01937313206696,available
2019-11,2019-12-09 23:59:00,fx_news,2019-11,2019-12-01T00:00:00,FX log change since import reference,-1.3113793782577532,available
2019-12,2020-01-12 23:59:00,ulc_gap,2019Q3,2019-12-14T00:00:00,"quarterly real-cost gap, log points",-1.3721828459780454,available
2019-12,2020-01-12 23:59:00,tightening,2019-11,2020-01-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018,available
2019-12,2020-01-12 23:59:00,import_gap,2019-10,2019-12-15T00:00:00,"relative price gap, log points",-3.6986410324799674,available
2019-12,2020-01-12 23:59:00,ppi_gap,2019-11,2019-12-26T00:00:00,"relative price gap, log points",-2.4671137372208136,available
2019-12,2020-01-12 23:59:00,fx_news,2019-12,2020-01-01T00:00:00,FX log change since import reference,-0.785206292237372,available
2020-01,2020-02-13 23:59:00,ulc_gap,2019Q3,2019-12-14T00:00:00,"quarterly real-cost gap, log points",-1.3714833732996112,available
2020-01,2020-02-13 23:59:00,tightening,2019-12,2020-02-01T00:00:00,"negative unemployment change12, pp",0.3999999999999999,available
2020-01,2020-02-13 23:59:00,import_gap,2019-11,2020-01-14T00:00:00,"relative price gap, log points",-3.7460079396227943,available
2020-01,2020-02-13 23:59:00,ppi_gap,2019-12,2020-01-26T00:00:00,"relative price gap, log points",-2.4402267904546875,available
2020-01,2020-02-13 23:59:00,fx_news,2020-01,2020-02-01T00:00:00,FX log change since import reference,-1.2415175724703857,available
2020-02,2020-03-09 23:59:00,ulc_gap,2019Q3,2019-12-14T00:00:00,"quarterly real-cost gap, log points",-1.3839723375460835,available
2020-02,2020-03-09 23:59:00,tightening,2020-01,2020-03-03T00:00:00,"negative unemployment change12, pp",0.0,available
2020-02,2020-03-09 23:59:00,import_gap,2019-12,2020-02-14T00:00:00,"relative price gap, log points",-4.133360692192699,available
2020-02,2020-03-09 23:59:00,ppi_gap,2020-01,2020-02-26T00:00:00,"relative price gap, log points",-2.690618805452459,available
2020-02,2020-03-09 23:59:00,fx_news,2020-02,2020-03-01T00:00:00,FX log change since import reference,-1.7726190185056696,available
2020-03,2020-04-13 23:59:00,ulc_gap,2019Q4,2020-03-15T00:00:00,"quarterly real-cost gap, log points",3.571939359361579,available
2020-03,2020-04-13 23:59:00,tightening,2020-02,2020-04-01T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2020-03,2020-04-13 23:59:00,import_gap,2020-01,2020-03-16T00:00:00,"relative price gap, log points",-5.37490100540017,available
2020-03,2020-04-13 23:59:00,ppi_gap,2020-02,2020-03-26T00:00:00,"relative price gap, log points",-4.054481868646064,available
2020-03,2020-04-13 23:59:00,fx_news,2020-03,2020-04-01T00:00:00,FX log change since import reference,5.253186869932298,available
2020-04,2020-05-12 23:59:00,ulc_gap,2019Q4,2020-03-15T00:00:00,"quarterly real-cost gap, log points",3.574192803188623,available
2020-04,2020-05-12 23:59:00,tightening,2020-03,2020-05-02T00:00:00,"negative unemployment change12, pp",0.20000000000000018,available
2020-04,2020-05-12 23:59:00,import_gap,2020-02,2020-04-14T00:00:00,"relative price gap, log points",-7.03065277630545,available
2020-04,2020-05-12 23:59:00,ppi_gap,2020-03,2020-04-26T00:00:00,"relative price gap, log points",-4.616554686648499,available
2020-04,2020-05-12 23:59:00,fx_news,2020-04,2020-05-01T00:00:00,FX log change since import reference,8.465664403960659,available
2020-05,2020-06-09 23:59:00,ulc_gap,2019Q4,2020-03-15T00:00:00,"quarterly real-cost gap, log points",3.571393320749621,available
2020-05,2020-06-09 23:59:00,tightening,2020-04,2020-06-01T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2020-05,2020-06-09 23:59:00,import_gap,2020-03,2020-05-15T00:00:00,"relative price gap, log points",-3.944267074178187,available
2020-05,2020-06-09 23:59:00,ppi_gap,2020-04,2020-05-26T00:00:00,"relative price gap, log points",-5.035534549394242,available
2020-05,2020-06-09 23:59:00,fx_news,2020-05,2020-06-01T00:00:00,FX log change since import reference,2.5742929272527175,available
2020-06,2020-07-09 23:59:00,ulc_gap,2020Q1,2020-06-14T00:00:00,"quarterly real-cost gap, log points",8.57985160248171,available
2020-06,2020-07-09 23:59:00,tightening,2020-05,2020-07-02T00:00:00,"negative unemployment change12, pp",-0.3999999999999999,available
2020-06,2020-07-09 23:59:00,import_gap,2020-04,2020-06-14T00:00:00,"relative price gap, log points",-2.137913098627605,available
2020-06,2020-07-09 23:59:00,ppi_gap,2020-05,2020-06-26T00:00:00,"relative price gap, log points",-5.062359481152612,available
2020-06,2020-07-09 23:59:00,fx_news,2020-06,2020-07-01T00:00:00,FX log change since import reference,-2.1616250523057325,available
2020-07,2020-08-12 23:59:00,ulc_gap,2020Q1,2020-06-14T00:00:00,"quarterly real-cost gap, log points",8.579399335369544,available
2020-07,2020-08-12 23:59:00,tightening,2020-06,2020-08-01T00:00:00,"negative unemployment change12, pp",-0.9000000000000001,available
2020-07,2020-08-12 23:59:00,import_gap,2020-05,2020-07-15T00:00:00,"relative price gap, log points",-3.884653983390015,available
2020-07,2020-08-12 23:59:00,ppi_gap,2020-06,2020-07-26T00:00:00,"relative price gap, log points",-5.395052674085662,available
2020-07,2020-08-12 23:59:00,fx_news,2020-07,2020-08-01T00:00:00,FX log change since import reference,-2.838045906076946,available
2020-08,2020-09-09 23:59:00,ulc_gap,2020Q1,2020-06-14T00:00:00,"quarterly real-cost gap, log points",8.586728853402406,available
2020-08,2020-09-09 23:59:00,tightening,2020-07,2020-09-01T00:00:00,"negative unemployment change12, pp",-0.8999999999999999,available
2020-08,2020-09-09 23:59:00,import_gap,2020-06,2020-08-14T00:00:00,"relative price gap, log points",-6.413570951895237,available
2020-08,2020-09-09 23:59:00,ppi_gap,2020-07,2020-08-26T00:00:00,"relative price gap, log points",-6.1972924023475,available
2020-08,2020-09-09 23:59:00,fx_news,2020-08,2020-09-01T00:00:00,FX log change since import reference,-1.9453362958738503,available
2020-09,2020-10-11 23:59:00,ulc_gap,2020Q2,2020-09-13T00:00:00,"quarterly real-cost gap, log points",4.871103051745592,available
2020-09,2020-10-11 23:59:00,tightening,2020-08,2020-10-02T00:00:00,"negative unemployment change12, pp",-0.6000000000000001,available
2020-09,2020-10-11 23:59:00,import_gap,2020-07,2020-09-14T00:00:00,"relative price gap, log points",-7.366799753104179,available
2020-09,2020-10-11 23:59:00,ppi_gap,2020-08,2020-09-26T00:00:00,"relative price gap, log points",-6.575732775624317,available
2020-09,2020-10-11 23:59:00,fx_news,2020-09,2020-10-01T00:00:00,FX log change since import reference,0.8116378678072754,available
2020-10,2020-11-09 23:59:00,ulc_gap,2020Q2,2020-09-13T00:00:00,"quarterly real-cost gap, log points",4.871103051745592,available
2020-10,2020-11-09 23:59:00,tightening,2020-09,2020-11-01T00:00:00,"negative unemployment change12, pp",-0.6999999999999997,available
2020-10,2020-11-09 23:59:00,import_gap,2020-08,2020-10-15T00:00:00,"relative price gap, log points",-8.447320304919398,available
2020-10,2020-11-09 23:59:00,ppi_gap,2020-09,2020-10-26T00:00:00,"relative price gap, log points",-6.0806994333507305,available
2020-10,2020-11-09 23:59:00,fx_news,2020-10,2020-11-01T00:00:00,FX log change since import reference,3.882964192187725,available
2020-11,2020-12-09 23:59:00,ulc_gap,2020Q2,2020-09-13T00:00:00,"quarterly real-cost gap, log points",4.871103051745649,available
2020-11,2020-12-09 23:59:00,tightening,2020-10,2020-12-02T00:00:00,"negative unemployment change12, pp",-1.0,available
2020-11,2020-12-09 23:59:00,import_gap,2020-09,2020-11-14T00:00:00,"relative price gap, log points",-6.392677240614439,available
2020-11,2020-12-09 23:59:00,ppi_gap,2020-10,2020-11-26T00:00:00,"relative price gap, log points",-5.893796818721,available
2020-11,2020-12-09 23:59:00,fx_news,2020-11,2020-12-01T00:00:00,FX log change since import reference,-0.9702242173102548,available
2020-12,2021-01-12 23:59:00,ulc_gap,2020Q3,2020-12-14T00:00:00,"quarterly real-cost gap, log points",-1.6886442815220448,available
2020-12,2021-01-12 23:59:00,tightening,2020-11,2021-01-01T00:00:00,"negative unemployment change12, pp",-0.7999999999999998,available
